type,time,logId,sessionId
EndSession,2020-01-16T19:32:30.901Z,aaa108f7-ea7f-41ed-85d8-d856e0aa9492,a744135f-d450-42c6-b451-41669490ceaf
EndSession,2020-01-16T19:52:07.654Z,b8fd03eb-92f3-4ab0-b9d8-b581f59325e0,23528966-1298-4334-8bcd-80fdd1031ffb
EndSession,2020-01-17T07:53:33.827Z,376704ca-ecf7-4e65-adf3-7d488a35b69d,43c5fd74-2bce-4709-9b68-5f68c589d5ba
EndSession,2020-01-17T08:05:01.918Z,0a3d5aba-cdbd-4f66-b5ad-f7d095fa9320,104ce85b-b8f3-4d7a-9e0e-78fcfda653cb
EndSession,2020-01-17T08:13:36.170Z,cf231fc8-5dbf-4a6b-9363-8afb306722d9,1f01c7d9-0b3a-4223-871d-d4534092bbf9
EndSession,2020-01-17T08:30:44.840Z,a02805ef-72e2-440d-aa63-b72179d17d9a,a1e217c3-1229-4752-9b8d-9489d3b88037
EndSession,2020-01-17T08:34:29.962Z,b41def4e-c081-4903-a191-2c06ee3a7559,b1611e58-0994-42cf-94c2-19b3f4a7f363
EndSession,2020-01-17T08:38:21.413Z,b874e9d8-47ad-4d1d-80c2-e264421284d3,8167a86b-3506-4e47-9871-e6b458442ff3
EndSession,2020-01-17T08:56:02.103Z,376704ca-ecf7-4e65-adf3-7d488a35b69d,63a787c1-9621-4c49-8e9b-98a70005c502
EndSession,2020-01-17T08:56:49.664Z,b874e9d8-47ad-4d1d-80c2-e264421284d3,e0ccbd68-d44d-4070-833f-b4dbbb04b999
EndSession,2020-01-17T09:06:11.621Z,0a3d5aba-cdbd-4f66-b5ad-f7d095fa9320,8cba56c6-f066-417e-b367-22c01f3780e9
EndSession,2020-01-17T09:38:33.340Z,0a3d5aba-cdbd-4f66-b5ad-f7d095fa9320,efa7eeb3-3fa6-4653-95a3-500ccb7a8a17
EndSession,2020-01-17T10:12:08.886Z,ba6a2f23-e0cc-4d55-89c8-a5776d0d6648,a4a3d646-985b-4c25-9c59-d1880f96c3e2
EndSession,2020-01-17T10:41:11.709Z,0619993b-9255-4176-84ef-929360a08a16,5331a082-68dd-4cc2-81af-220a70d3c7b8
EndSession,2020-01-17T11:10:09.230Z,68fb96d7-3982-4ce2-9bd1-336ac03a03fb,d3ac983a-76f7-4162-b43a-0c3449fd54f4
EndSession,2020-01-17T11:32:22.150Z,0619993b-9255-4176-84ef-929360a08a16,e75e7f66-8f0a-41a0-9240-fba749d2a083
EndSession,2020-01-17T11:33:24.385Z,3920aeb4-4c8f-443c-94a8-e720d9d78ffa,4ae111a1-3fe3-4318-9113-6057b499db40
EndSession,2020-01-17T12:09:40.199Z,379cd913-1263-42de-968b-a4e1eb6f7673,8c359a9d-343d-4d74-a5ea-dc212ac75685
EndSession,2020-01-17T12:20:28.609Z,151b777e-744f-43bd-b03b-4c28440b4c44,cb60b1b5-9ecf-45fa-b9fb-21dd98ab8ba3
EndSession,2020-01-17T12:22:59.944Z,1e685e8c-4740-4be4-adf7-b2e066c7df3f,59ce5680-f36d-4201-846d-b626b3f80740
EndSession,2020-01-17T12:24:26.631Z,742972b0-67c0-475f-9047-f902897714f3,e6588a8c-eb00-46aa-b4bf-af382215b894
EndSession,2020-01-17T12:24:44.474Z,b874e9d8-47ad-4d1d-80c2-e264421284d3,615ba8ee-1500-4466-8b88-3393a37e0ae2
EndSession,2020-01-17T12:32:25.168Z,aaa108f7-ea7f-41ed-85d8-d856e0aa9492,d335e532-b4e6-4a74-9e08-4310b75d733e
EndSession,2020-01-17T12:38:59.580Z,3920aeb4-4c8f-443c-94a8-e720d9d78ffa,eeaddef2-080d-4abf-b8ae-2ce7f9c33ae3
EndSession,2020-01-17T12:40:02.419Z,94fd4495-995b-44ab-91c3-9be8d9ca1916,65df18de-d4f1-4824-ab81-bbeabbf43c8d
EndSession,2020-01-17T12:40:40.405Z,1e685e8c-4740-4be4-adf7-b2e066c7df3f,d0a62da5-31e5-4e70-9ec2-d07a095a77a9
EndSession,2020-01-17T12:55:19.453Z,151b777e-744f-43bd-b03b-4c28440b4c44,129db8f0-d42d-43f3-81ea-f6f9f8f55b5d
EndSession,2020-01-17T13:06:07.464Z,cf231fc8-5dbf-4a6b-9363-8afb306722d9,05b1547c-b372-4e89-91a5-bf39846c8c78
EndSession,2020-01-17T13:06:39.752Z,9c650f85-109a-479d-b6c3-1c44a0915c3d,ea8d1362-3afc-4af8-8bbe-002204aca6e9
EndSession,2020-01-17T13:11:36.848Z,c609f116-cb1f-40fe-990e-746bcfd98d6a,b6db4dd8-ec62-4638-9d43-0c92673e41e3
EndSession,2020-01-17T13:24:13.818Z,cf231fc8-5dbf-4a6b-9363-8afb306722d9,a659a1d2-9d40-4309-887d-41823e12dbc4
EndSession,2020-01-17T13:28:33.566Z,b8fd03eb-92f3-4ab0-b9d8-b581f59325e0,536d893d-778c-405b-bd66-64416bad24a1
EndSession,2020-01-17T13:37:01.158Z,422dbaec-ab2f-4601-9182-2255f34b3ac6,e2769621-9ab7-4821-9dcd-37b3510a0112
EndSession,2020-01-17T13:56:22.010Z,b874e9d8-47ad-4d1d-80c2-e264421284d3,4ea69e5b-f2b0-4278-b45a-73ea38972059
EndSession,2020-01-17T14:16:07.443Z,9dd61607-4512-40c8-b745-227348b07fb5,eea025a9-0023-46fc-95af-4c3c1af7ad10
EndSession,2020-01-17T14:17:57.556Z,68fb96d7-3982-4ce2-9bd1-336ac03a03fb,9b7d7d70-a034-4dcc-94dc-ad6e8477c397
EndSession,2020-01-17T14:18:12.812Z,0a3d5aba-cdbd-4f66-b5ad-f7d095fa9320,7ea54df2-49ab-4bf5-b512-860c2d98e931
EndSession,2020-01-17T14:30:31.769Z,b874e9d8-47ad-4d1d-80c2-e264421284d3,dac251c9-dc58-4a62-9e53-3fac38f80315
EndSession,2020-01-17T14:53:41.319Z,b874e9d8-47ad-4d1d-80c2-e264421284d3,0533b015-3c4b-41ad-8523-d2e53bd6293c
EndSession,2020-01-17T15:10:43.611Z,0619993b-9255-4176-84ef-929360a08a16,403398c9-af6a-4bad-bc93-58aa10400b69
EndSession,2020-01-17T15:17:11.046Z,e70313be-1bac-4688-9e15-18670a8276ee,b08d05d9-14a5-4d41-b530-a09fa57003a9
EndSession,2020-01-17T15:31:55.061Z,b874e9d8-47ad-4d1d-80c2-e264421284d3,03e6435e-ca31-402a-9b4b-66482ff0ef5e
EndSession,2020-01-17T16:57:27.781Z,3920aeb4-4c8f-443c-94a8-e720d9d78ffa,d1cbc568-342b-48d4-a99c-4234a250b6d5
EndSession,2020-01-17T18:05:29.404Z,422dbaec-ab2f-4601-9182-2255f34b3ac6,b342ab32-70f9-4ce4-b75b-96b10eb8aa87
EndSession,2020-01-17T18:54:01.688Z,a02805ef-72e2-440d-aa63-b72179d17d9a,6ef5ee58-6767-404a-983c-b4f3290a286c
EndSession,2020-01-17T19:09:45.609Z,0619993b-9255-4176-84ef-929360a08a16,52222fdc-1d0f-472e-93bf-5ccd296c8c6d
EndSession,2020-01-17T19:37:21.488Z,a02805ef-72e2-440d-aa63-b72179d17d9a,aba17f22-7995-4f08-8e0a-9479926b00ef
EndSession,2020-01-17T19:59:01.292Z,9dd61607-4512-40c8-b745-227348b07fb5,5eb2da79-c34b-4f92-8e5f-f2c1b3dbe9f9
EndSession,2020-01-18T08:34:09.834Z,d14df8d7-f0fd-454b-8e21-c60fd37a51c6,345446b5-5367-44b7-8ce2-777967022173
EndSession,2020-01-18T08:50:01.732Z,5e028b0a-b0b6-4c1f-a806-0390553c73bc,fdc0d3c6-fddb-482d-82d8-a4a19ce1a7e5
EndSession,2020-01-18T11:15:24.735Z,1e685e8c-4740-4be4-adf7-b2e066c7df3f,25a9a15d-4dec-405d-9da7-2933b539260c
EndSession,2020-01-18T14:21:09.298Z,52ac28f6-823a-495d-9a9a-62838e1e9fbe,0f9917ca-4bdc-47bd-af21-ce48f3e34827
EndSession,2020-01-18T14:35:07.387Z,6f95636e-82d4-4a75-ad32-4397d960fa03,a426ebee-8688-404b-8880-b9cb78c7249a
EndSession,2020-01-18T15:22:02.760Z,a5bb8e5c-8855-4c9b-b02b-8b3352b16459,53903b46-7d06-48c7-ae55-7e0c1ded1cb8
EndSession,2020-01-18T16:30:47.921Z,f9827de1-0123-49fc-a8b5-9dec8af346c3,6ebb203b-0acc-4441-b911-81b5a8b3b876
EndSession,2020-01-18T16:31:01.440Z,c609f116-cb1f-40fe-990e-746bcfd98d6a,ad057abf-1062-4d14-b28d-dae2cb87874b
EndSession,2020-01-18T16:46:26.193Z,ae1569b4-03ac-4164-87ab-6571fe1acf29,8ecaf90e-9b45-4d69-a266-dc0613bb9403
EndSession,2020-01-18T16:53:40.712Z,742972b0-67c0-475f-9047-f902897714f3,8f0addc1-230b-4f20-9a2b-cbf09da948fe
EndSession,2020-01-18T17:01:49.364Z,0ad7f2dc-57a5-4a87-9187-af623f05070b,32dea883-816d-4fc1-bf3f-2098ade29aac
EndSession,2020-01-18T17:02:54.403Z,9e90f27d-edec-4fb3-a86a-0754a7a4683b,997aff2c-c76c-44bc-93e9-4cc373482fa5
EndSession,2020-01-18T17:25:04.199Z,582869a0-ea6e-4357-ba89-e21195ea273e,768b2db0-b78e-42d1-882c-ee11a1278c3d
EndSession,2020-01-18T19:59:10.136Z,0619993b-9255-4176-84ef-929360a08a16,a2586022-ec37-4c66-8d70-296fe07308ca
EndSession,2020-01-19T18:36:42.081Z,3920aeb4-4c8f-443c-94a8-e720d9d78ffa,4dafe901-5071-43e6-8147-2113a10c5cdc
EndSession,2020-01-20T08:44:59.246Z,ab383776-e1ad-47fb-bea6-43b747a068f0,c0a7b177-e213-43f8-85f8-4356c613083d
EndSession,2020-01-20T09:41:21.517Z,582869a0-ea6e-4357-ba89-e21195ea273e,2900cdc7-b4b5-4472-bcf0-4d537fb144db
EndSession,2020-01-20T10:22:15.548Z,5ff3a60c-fec3-4872-94db-0d0c26eafb95,36f2f761-dfe9-4754-b698-2a6ebebb65c6
EndSession,2020-01-20T10:50:03.985Z,eb852a73-4dfb-48a8-b99d-c2195932c453,24df6f1c-b7ba-414c-9ab3-872aeec7c324
EndSession,2020-01-20T11:06:35.873Z,5ff3a60c-fec3-4872-94db-0d0c26eafb95,368dc30f-94bc-4ca0-9609-24ab8fe55c14
EndSession,2020-01-20T11:23:01.819Z,a5bb8e5c-8855-4c9b-b02b-8b3352b16459,b8d91961-e3ae-48c5-9611-1cda2768902d
EndSession,2020-01-20T11:33:23.029Z,26e4957f-04e5-48b1-8453-a9d2c2d02aaa,7b818c2c-246c-4b7b-bbc2-ad3e3c4caa37
EndSession,2020-01-20T11:42:51.662Z,298cd6af-1117-4e0b-8748-db8c5504637a,f9581734-e817-4e5b-82fe-30e0da9055f2
EndSession,2020-01-20T11:49:38.832Z,78652e4a-f12b-4c0e-8252-422f37d94e99,cf7de5ab-9fae-488c-9f24-928ae3ddf44b
EndSession,2020-01-20T12:22:26.762Z,298cd6af-1117-4e0b-8748-db8c5504637a,41f929b8-af8c-4be6-9a8d-7e4f1616083f
EndSession,2020-01-20T12:26:18.852Z,a5bb8e5c-8855-4c9b-b02b-8b3352b16459,9c1fc5ab-190f-4dfc-905e-f83f60706048
EndSession,2020-01-20T12:35:03.772Z,26e4957f-04e5-48b1-8453-a9d2c2d02aaa,46c82d6e-b21f-4507-94db-8595069469d1
EndSession,2020-01-20T12:35:19.267Z,3030ddd6-4655-4bcd-af8a-3069cc1130b8,a37af772-83d2-4e91-8065-7463c62d1945
EndSession,2020-01-20T13:01:21.293Z,0ad7f2dc-57a5-4a87-9187-af623f05070b,6eff3f28-d346-470d-a322-526c816c9453
EndSession,2020-01-20T13:31:40.810Z,3030ddd6-4655-4bcd-af8a-3069cc1130b8,96f2b8a1-67ac-46d4-a249-45ae1995d0f8
EndSession,2020-01-20T13:33:35.152Z,94fd4495-995b-44ab-91c3-9be8d9ca1916,0206412e-ec49-472b-930a-dafc94a26147
EndSession,2020-01-20T13:40:12.902Z,5d098078-36e0-449f-815d-ece7764db96a,d20b5dc6-67ac-4376-8c34-fc1c385bff82
EndSession,2020-01-20T13:46:22.620Z,eb852a73-4dfb-48a8-b99d-c2195932c453,43e2555d-95e7-4a61-a9f8-652a64349565
EndSession,2020-01-20T13:47:52.585Z,78652e4a-f12b-4c0e-8252-422f37d94e99,1d194ef2-4a29-4da0-9db5-a4c4883384e1
EndSession,2020-01-20T13:53:35.205Z,5d098078-36e0-449f-815d-ece7764db96a,229add51-1dd3-4483-8902-d9963d877ba0
EndSession,2020-01-20T14:50:42.364Z,94fd4495-995b-44ab-91c3-9be8d9ca1916,312fdeb7-5b6a-4189-80bb-f9bd3d83764d
EndSession,2020-01-20T14:51:21.342Z,fef7bf11-fb08-471c-abc7-53ecd5d420eb,d1c1e3df-6f6b-4fa6-b61a-41444615228e
EndSession,2020-01-20T14:52:41.114Z,78652e4a-f12b-4c0e-8252-422f37d94e99,30dd251d-dd8f-4ecb-a543-9b14d28f9690
EndSession,2020-01-20T15:02:56.337Z,8dbabbab-e429-4897-a597-577a82951936,f3aa9722-b067-4054-9719-579544f202a4
EndSession,2020-01-20T15:08:34.130Z,298cd6af-1117-4e0b-8748-db8c5504637a,5a2c30d3-0ab7-4e8d-8adf-cb3e51a38a42
EndSession,2020-01-20T15:15:02.232Z,742972b0-67c0-475f-9047-f902897714f3,d4a75ec4-9ab2-463b-b71e-df7d2a78cbb5
EndSession,2020-01-20T15:27:37.401Z,9ee8e497-afb2-4388-8f2d-354d173194a2,43d7b2a9-51a0-4b6b-b96f-3044b00d57f6
EndSession,2020-01-20T15:28:59.978Z,9dd61607-4512-40c8-b745-227348b07fb5,1ccd003d-8138-42e6-b936-3ded0c20cd48
EndSession,2020-01-20T15:44:08.050Z,6697ab2d-83a4-4ecc-9925-ff7716e8145e,472539ec-67ce-4e18-bc14-5224fdf471fa
EndSession,2020-01-20T16:19:51.698Z,b41def4e-c081-4903-a191-2c06ee3a7559,b433e45c-04ef-44ee-9892-de0af7585772
EndSession,2020-01-20T16:23:07.052Z,9ee8e497-afb2-4388-8f2d-354d173194a2,6ea9b467-b068-46af-8fac-116e12d226e6
EndSession,2020-01-20T16:29:36.945Z,ae1569b4-03ac-4164-87ab-6571fe1acf29,deace397-b489-4a24-b08c-64eb524e35b6
EndSession,2020-01-20T16:36:23.134Z,fef7bf11-fb08-471c-abc7-53ecd5d420eb,bc249fb7-b493-4029-b66e-5e4cbf6c35cc
EndSession,2020-01-20T16:41:31.861Z,b874e9d8-47ad-4d1d-80c2-e264421284d3,aaa7cc99-9341-47b3-b055-571306d605c4
EndSession,2020-01-20T16:47:01.173Z,ba6a2f23-e0cc-4d55-89c8-a5776d0d6648,517e4854-deec-4a7d-9019-a476888f8977
EndSession,2020-01-20T16:51:59.936Z,a5bb8e5c-8855-4c9b-b02b-8b3352b16459,2e54135b-98e0-4853-876a-fc2218c05c90
EndSession,2020-01-20T16:59:36.062Z,eb852a73-4dfb-48a8-b99d-c2195932c453,cf186683-2535-476a-8874-45054c6dd2ee
EndSession,2020-01-20T17:06:06.754Z,1e685e8c-4740-4be4-adf7-b2e066c7df3f,94c3f4c3-5697-49ea-821c-a933d0f73944
EndSession,2020-01-20T17:08:28.363Z,742972b0-67c0-475f-9047-f902897714f3,368bead4-aa22-439a-9b4a-ae1646cfa958
EndSession,2020-01-20T17:08:37.513Z,1381280a-3beb-4d02-b28c-339bb06d450b,46331236-5924-4ac6-a76e-3d351a123a42
EndSession,2020-01-20T17:23:55.893Z,9ee8e497-afb2-4388-8f2d-354d173194a2,3c36ef4f-c458-4bef-920c-9f3021be9a5c
EndSession,2020-01-20T17:24:01.602Z,0a3d5aba-cdbd-4f66-b5ad-f7d095fa9320,4aa3782a-38ce-4568-b6fe-a7f8c6622f44
EndSession,2020-01-20T17:28:30.271Z,f9827de1-0123-49fc-a8b5-9dec8af346c3,25be0bda-4be7-48f7-addc-7e3d5fd87a24
EndSession,2020-01-20T17:40:22.336Z,1e685e8c-4740-4be4-adf7-b2e066c7df3f,ea03d645-becf-408a-9f16-d3538d4a28b2
EndSession,2020-01-20T17:59:48.969Z,151b777e-744f-43bd-b03b-4c28440b4c44,e3760007-2eda-4b5d-a0e9-8e1ad92dfbd1
EndSession,2020-01-20T18:04:04.395Z,379cd913-1263-42de-968b-a4e1eb6f7673,2d045a38-f4d3-491f-9c15-7214dadffa6f
EndSession,2020-01-20T18:05:15.956Z,ae1569b4-03ac-4164-87ab-6571fe1acf29,44488820-dfb0-4788-b1da-93f5a3cb07e1
EndSession,2020-01-20T18:24:00.492Z,742972b0-67c0-475f-9047-f902897714f3,6b54dd29-1633-4524-9a51-80933b84f954
EndSession,2020-01-20T18:25:23.275Z,fef7bf11-fb08-471c-abc7-53ecd5d420eb,06530be5-5f37-4c77-894d-d8096a34cee5
EndSession,2020-01-20T18:34:12.297Z,d14df8d7-f0fd-454b-8e21-c60fd37a51c6,1d7a08e1-0e15-4ba1-8abd-9d2b0fb17714
EndSession,2020-01-20T18:49:56.638Z,298cd6af-1117-4e0b-8748-db8c5504637a,64dea69d-ea4f-4431-bd10-f743fb1ea876
EndSession,2020-01-20T18:51:21.404Z,5d098078-36e0-449f-815d-ece7764db96a,17e2d001-fabb-465b-8265-61dbf9d2be43
EndSession,2020-01-20T19:10:17.004Z,26e4957f-04e5-48b1-8453-a9d2c2d02aaa,e0ccd7d0-c0d2-4459-81c5-7a96ad58d6a2
EndSession,2020-01-20T19:27:26.149Z,fef7bf11-fb08-471c-abc7-53ecd5d420eb,9824d283-ed72-412c-8839-566cce9369e0
EndSession,2020-01-20T19:43:10.731Z,f9827de1-0123-49fc-a8b5-9dec8af346c3,3cd89ed3-63f6-41f2-a766-c7a2d68ace14
EndSession,2020-01-20T19:51:34.699Z,298cd6af-1117-4e0b-8748-db8c5504637a,d6ad08a9-4a57-446f-bf2f-0779df2a063d
EndSession,2020-01-20T19:51:58.392Z,1e685e8c-4740-4be4-adf7-b2e066c7df3f,fea1d27a-3472-4dd0-90dc-49d843913a20
EndSession,2020-01-20T19:59:09.540Z,8dbabbab-e429-4897-a597-577a82951936,6fcd583e-fc37-4cd0-a05a-0da62414b06f
EndSession,2020-01-21T07:10:46.339Z,151b777e-744f-43bd-b03b-4c28440b4c44,9a8dfe1f-5d8c-4b95-aa87-b37e518de087
EndSession,2020-01-21T07:20:44.025Z,8dbabbab-e429-4897-a597-577a82951936,229928c7-e9cc-4048-b910-e65470b50e98
EndSession,2020-01-21T07:46:04.332Z,422dbaec-ab2f-4601-9182-2255f34b3ac6,a39ca4f2-d910-4dfc-9311-039093cf037c
EndSession,2020-01-21T07:54:11.381Z,1e685e8c-4740-4be4-adf7-b2e066c7df3f,26cf8a12-83a3-41bc-99fc-d7062e340ef0
EndSession,2020-01-21T07:55:08.928Z,b874e9d8-47ad-4d1d-80c2-e264421284d3,6588ea14-15d0-49c5-ade7-5716844d640a
EndSession,2020-01-21T07:56:14.729Z,68fb96d7-3982-4ce2-9bd1-336ac03a03fb,3b462964-f767-4264-b9d0-5d134ada5076
EndSession,2020-01-21T07:57:30.316Z,b8fd03eb-92f3-4ab0-b9d8-b581f59325e0,8f7e2085-a389-4ff9-a950-b444332a8079
EndSession,2020-01-21T08:00:43.137Z,422dbaec-ab2f-4601-9182-2255f34b3ac6,01991476-52a0-4112-b37b-96107fe0dc97
EndSession,2020-01-21T08:09:09.550Z,fef7bf11-fb08-471c-abc7-53ecd5d420eb,d2c71319-c521-4834-8815-052375ecd3cf
EndSession,2020-01-21T08:20:04.587Z,a1eedf41-311c-417d-be4e-0f620a774308,8cf48797-d961-4508-a5f2-0e42821d4097
EndSession,2020-01-21T08:31:03.140Z,fef7bf11-fb08-471c-abc7-53ecd5d420eb,7aa5892c-2765-4a3f-af85-6c63bc5cd75a
EndSession,2020-01-21T08:40:50.696Z,0619993b-9255-4176-84ef-929360a08a16,8d18267f-ae5d-4a1f-8b67-8cb162581e59
EndSession,2020-01-21T08:48:49.393Z,17ef3de0-e674-4082-a08b-0fc034dc9bdb,ee89ba54-f479-4f17-b97a-8f71e78f3206
EndSession,2020-01-21T08:49:00.228Z,1e685e8c-4740-4be4-adf7-b2e066c7df3f,6412d944-f0fb-48b9-8861-d581669ae5e6
EndSession,2020-01-21T08:55:08.078Z,e70313be-1bac-4688-9e15-18670a8276ee,ecdf1739-a9bd-4ec6-8f1d-2761f8a77019
EndSession,2020-01-21T09:11:22.353Z,94fd4495-995b-44ab-91c3-9be8d9ca1916,91e4fe48-b700-4dca-a5fd-e71177c4032b
EndSession,2020-01-21T09:31:01.401Z,9ee8e497-afb2-4388-8f2d-354d173194a2,080d1994-e85e-43ac-9c79-1ef0e1af2d39
EndSession,2020-01-21T09:32:54.654Z,422dbaec-ab2f-4601-9182-2255f34b3ac6,47839bb6-6eb5-48e6-83c8-f4ed88d7bfbe
EndSession,2020-01-21T10:51:43.536Z,f9827de1-0123-49fc-a8b5-9dec8af346c3,e89d6a68-bb3f-4e3e-be99-a77ff4e7b2a0
EndSession,2020-01-21T11:21:19.098Z,ab383776-e1ad-47fb-bea6-43b747a068f0,81ee665f-d58e-45c2-85a2-7bb8e406f3c5
EndSession,2020-01-21T11:25:21.265Z,9ee8e497-afb2-4388-8f2d-354d173194a2,8730f21e-67dc-4a35-8218-6cfefff5fc2b
EndSession,2020-01-21T11:46:40.859Z,2f8a466a-700b-4513-8e97-c0a49786f7ad,7cb6a1bf-885a-481e-834a-0d5cd443e16f
EndSession,2020-01-21T11:47:13.415Z,ab383776-e1ad-47fb-bea6-43b747a068f0,66ad9847-2818-478a-a4a4-ef11bef8bf72
EndSession,2020-01-21T12:03:28.307Z,9ee8e497-afb2-4388-8f2d-354d173194a2,a707b0a1-054a-48c9-83b5-eb6338824551
EndSession,2020-01-21T12:08:03.585Z,a3270f6f-8854-4f99-9eb5-add517c98ae9,c8f21cbf-d458-4d15-9eef-a035d2eab799
EndSession,2020-01-21T12:17:27.802Z,d14df8d7-f0fd-454b-8e21-c60fd37a51c6,7e568313-8e1d-4a99-a097-fad84ba5ee30
EndSession,2020-01-21T12:39:07.077Z,b41def4e-c081-4903-a191-2c06ee3a7559,07a17e7f-af80-43ed-af9a-716ab48ece17
